V1,V2,V3,V4,V5,V6,V7,Class
3,7,0,6,10,10.05,17.46,L
4,7,10,3,10,4,17.46,L
0,28,0,18,5,11.18,43.19,L
1,18,5,0,10,18.68,43.19,L
2,0,10,0,21,11,43.19,L
3,0,21,18,26,18.68,43.19,L
4,18,26,28,32,11.66,43.19,L
5,28,0,28,10,10,43.19,L
6,29,10,25,10,4,43.19,L
0,17,0,0,14,22.02,46.1,L
1,0,14,0,28,14,46.1,L
2,0,28,17,42,22.02,46.1,L
3,17,0,17,10,10,46.1,L
4,19,10,14,10,5,46.1,L
0,14,0,0,11,17.8,37.16,L
1,0,11,0,22,11,37.16,L
2,0,22,14,34,18.44,37.16,L
3,14,0,12,8,8.25,37.16,L
4,15,8,9,8,6,37.16,L
0,22,0,10,7,13.89,51.11,L
1,10,7,0,14,12.21,51.11,L
2,0,14,0,29,15,51.11,L
3,0,29,10,36,12.21,51.11,L
4,10,36,22,44,14.42,51.11,L
5,22,0,24,7,7.28,51.11,L
6,26,7,20,7,6,51.11,L
0,7,0,0,5,8.6,16.12,L
1,0,5,0,10,5,16.12,L
2,0,10,7,14,8.06,16.12,L
3,7,0,8,9,9.06,16.12,L
4,8,9,5,9,3,16.12,L
0,23,0,2,12,24.19,51.88,L
1,2,12,0,23,11.18,51.88,L
2,0,23,2,35,12.17,51.88,L
3,2,35,23,46,23.71,51.88,L
4,23,0,24,10,10.05,51.88,L
5,24,10,19,10,5,51.88,L
0,17,0,4,6,14.32,38.47,L
1,4,6,0,12,7.21,38.47,L
2,0,12,0,23,11,38.47,L
3,0,23,4,29,7.21,38.47,L
4,4,29,17,34,13.93,38.47,L
5,17,0,15,8,8.25,38.47,L
6,18,8,13,8,5,38.47,L
0,13,0,7,4,7.21,29.07,L
1,7,4,0,8,8.06,29.07,L
2,0,8,0,17,9,29.07,L
3,0,17,7,21,8.06,29.07,L
4,7,21,13,26,7.81,29.07,L
5,13,0,12,7,7.07,29.07,L
6,13,7,10,7,3,29.07,L
0,13,0,7,4,7.21,27.29,L
1,7,4,0,8,8.06,27.29,L
2,0,8,0,16,8,27.29,L
3,0,16,7,20,8.06,27.29,L
4,7,20,13,24,7.21,27.29,L
5,13,0,13,8,8,27.29,L
6,13,8,9,8,4,27.29,L
0,18,0,1,9,19.24,40.71,L
1,1,9,0,18,9.06,40.71,L
2,0,18,1,27,9.06,40.71,L
3,1,27,18,36,19.24,40.71,L
4,18,0,19,7,7.07,40.71,L
5,19,7,16,7,3,40.71,L
0,7,0,0,5,8.6,17.2,L
1,0,5,0,10,5,17.2,L
2,0,10,7,14,8.06,17.2,L
3,7,0,8,6,6.08,17.2,L
4,10,6,4,6,6,17.2,L
0,14,0,7,5,8.6,31.3,L
1,7,5,0,10,8.6,31.3,L
2,0,10,0,19,9,31.3,L
3,0,19,7,24,8.6,31.3,L
4,7,24,14,28,8.06,31.3,L
5,14,0,14,11,11,31.3,L
6,14,11,10,11,4,31.3,L
0,8,0,0,5,9.43,16.12,L
1,0,5,0,10,5,16.12,L
2,0,10,8,14,8.94,16.12,L
3,8,0,8,9,9,16.12,L
4,8,9,4,9,4,16.12,L
0,17,0,3,5,14.87,32.76,L
1,3,5,0,10,5.83,32.76,L
2,0,10,0,19,9,32.76,L
3,0,19,3,24,5.83,32.76,L
4,3,24,17,28,14.56,32.76,L
5,17,0,16,10,10.05,32.76,L
6,17,10,14,10,3,32.76,L
0,19,0,0,12,22.47,41.18,L
1,0,12,0,24,12,41.18,L
2,0,24,19,36,22.47,41.18,L
3,19,0,19,7,7,41.18,L
4,20,7,14,7,6,41.18,L
0,7,0,3,2,4.47,16.64,L
1,3,2,0,4,3.61,16.64,L
2,0,4,0,9,5,16.64,L
3,0,9,3,11,3.61,16.64,L
4,3,11,7,14,5,16.64,L
5,7,0,7,10,10,16.64,L
6,9,10,3,10,6,16.64,L
0,10,0,4,2,6.32,16.97,L
1,4,2,0,4,4.47,16.97,L
2,0,4,0,8,4,16.97,L
3,0,8,4,10,4.47,16.97,L
4,4,10,10,12,6.32,16.97,L
5,10,0,10,8,8,16.97,L
6,12,8,6,8,6,16.97,L
0,20,0,8,5,13,36.62,L
1,8,5,0,10,9.43,36.62,L
2,0,10,0,20,10,36.62,L
3,0,20,8,25,9.43,36.62,L
4,8,25,20,30,13,36.62,L
5,20,0,20,6,6,36.62,L
6,21,6,17,6,4,36.62,L
0,5,0,0,4,6.4,13.89,L
1,0,4,0,8,4,13.89,L
2,0,8,5,12,6.4,13.89,L
3,5,0,4,8,8.06,13.89,L
4,7,8,2,8,5,13.89,L
0,20,0,10,6,11.66,34.71,L
1,10,6,0,13,12.21,34.71,L
2,0,13,10,19,11.66,34.71,L
3,10,19,20,26,12.21,34.71,L
4,20,0,21,6,6.08,34.71,L
5,23,6,18,6,5,34.71,L
0,25,0,4,12,24.19,56.36,L
1,4,12,0,25,13.6,56.36,L
2,0,25,4,37,12.65,56.36,L
3,4,37,25,50,24.7,56.36,L
4,25,0,24,6,6.08,56.36,L
5,26,6,20,6,6,56.36,L
0,16,0,2,5,14.87,36.24,L
1,2,5,0,10,5.39,36.24,L
2,0,10,0,21,11,36.24,L
3,0,21,2,26,5.39,36.24,L
4,2,26,16,32,15.23,36.24,L
5,16,0,14,10,10.2,36.24,L
6,17,10,11,10,6,36.24,L
0,21,0,9,7,13.89,36.24,L
1,9,7,0,14,11.4,36.24,L
2,0,14,9,21,11.4,36.24,L
3,9,21,21,28,13.89,36.24,L
4,21,0,22,10,10.05,36.24,L
5,23,10,18,10,5,36.24,L
0,15,0,0,5,15.81,24.84,L
1,0,5,0,10,5,24.84,L
2,0,10,15,16,16.16,24.84,L
3,15,0,17,11,11.18,24.84,L
4,19,11,13,11,6,24.84,L
0,35,0,14,12,24.19,62.2,L
1,14,12,0,25,19.1,62.2,L
2,0,25,14,37,18.44,62.2,L
3,14,37,35,50,24.7,62.2,L
4,35,0,33,8,8.25,62.2,L
5,37,8,31,8,6,62.2,L
0,30,0,0,15,33.54,53.25,L
1,0,15,0,30,15,53.25,L
2,0,30,30,44,33.11,53.25,L
3,30,0,30,10,10,53.25,L
4,30,10,27,10,3,53.25,L
0,11,0,7,3,5,20,L
1,7,3,0,6,7.62,20,L
2,0,6,0,11,5,20,L
3,0,11,7,14,7.62,20,L
4,7,14,11,16,4.47,20,L
5,11,0,12,9,9.06,20,L
6,12,9,7,9,5,20,L
0,12,0,6,4,7.21,27.78,L
1,6,4,0,8,7.21,27.78,L
2,0,8,0,16,8,27.78,L
3,0,16,6,20,7.21,27.78,L
4,6,20,12,24,7.21,27.78,L
5,12,0,14,10,10.2,27.78,L
6,14,10,9,10,5,27.78,L
0,6,0,2,2,4.47,15.62,L
1,2,2,0,4,2.83,15.62,L
2,0,4,0,8,4,15.62,L
3,0,8,2,10,2.83,15.62,L
4,2,10,6,12,4.47,15.62,L
5,6,0,8,9,9.22,15.62,L
6,10,9,3,9,7,15.62,L
0,17,0,0,13,21.4,42.49,L
1,0,13,0,26,13,42.49,L
2,0,26,17,38,20.81,42.49,L
3,17,0,18,9,9.06,42.49,L
4,19,9,13,9,6,42.49,L
0,32,0,11,12,24.19,56.61,L
1,11,12,0,23,15.56,56.61,L
2,0,23,11,35,16.28,56.61,L
3,11,35,32,46,23.71,56.61,L
4,32,0,30,9,9.22,56.61,L
5,33,9,29,9,4,56.61,L
0,29,0,4,11,27.31,53.25,L
1,4,11,0,22,11.7,53.25,L
2,0,22,4,33,11.7,53.25,L
3,4,33,29,44,27.31,53.25,L
4,29,0,29,7,7,53.25,L
5,30,7,26,7,4,53.25,L
0,32,0,24,6,10,46.69,L
1,24,6,0,12,24.74,46.69,L
2,0,12,0,23,11,46.69,L
3,0,23,24,29,24.74,46.69,L
4,24,29,32,34,9.43,46.69,L
5,32,0,32,9,9,46.69,L
6,32,9,29,9,3,46.69,L
0,20,0,0,9,21.93,34.06,L
1,0,9,0,18,9,34.06,L
2,0,18,20,26,21.54,34.06,L
3,20,0,20,9,9,34.06,L
4,22,9,15,9,7,34.06,L
0,5,0,0,4,6.4,13.89,L
1,0,4,0,8,4,13.89,L
2,0,8,5,12,6.4,13.89,L
3,5,0,5,11,11,13.89,L
4,7,11,0,11,7,13.89,L
0,15,0,0,5,15.81,24.84,L
1,0,5,0,10,5,24.84,L
2,0,10,15,16,16.16,24.84,L
3,15,0,17,7,7.28,24.84,L
4,19,7,12,7,7,24.84,L
0,33,0,8,8,26.25,59.91,L
1,8,8,0,16,11.31,59.91,L
2,0,16,0,33,17,59.91,L
3,0,33,8,41,11.31,59.91,L
4,8,41,33,50,26.57,59.91,L
5,33,0,32,6,6.08,59.91,L
6,33,6,28,6,5,59.91,L
0,21,0,11,7,12.21,47.41,L
1,11,7,0,14,13.04,47.41,L
2,0,14,0,28,14,47.41,L
3,0,28,11,35,13.04,47.41,L
4,11,35,21,42,12.21,47.41,L
5,21,0,21,6,6,47.41,L
6,22,6,17,6,5,47.41,L
0,8,0,2,3,6.71,17.89,L
1,2,3,0,6,3.61,17.89,L
2,0,6,0,11,5,17.89,L
3,0,11,2,14,3.61,17.89,L
4,2,14,8,16,6.32,17.89,L
5,8,0,8,6,6,17.89,L
6,8,6,5,6,3,17.89,L
0,37,0,0,13,39.22,55.17,L
1,0,13,0,26,13,55.17,L
2,0,26,37,40,39.56,55.17,L
3,37,0,36,6,6.08,55.17,L
4,38,6,32,6,6,55.17,L
0,17,0,0,13,21.4,42.49,L
1,0,13,0,26,13,42.49,L
2,0,26,17,38,20.81,42.49,L
3,17,0,15,7,7.28,42.49,L
4,19,7,14,7,5,42.49,L
0,29,0,0,13,31.78,50,L
1,0,13,0,26,13,50,L
2,0,26,29,40,32.2,50,L
3,29,0,28,8,8.06,50,L
4,30,8,25,8,5,50,L
0,17,0,0,8,18.79,30.61,L
1,0,8,0,16,8,30.61,L
2,0,16,17,24,18.79,30.61,L
3,17,0,17,8,8,30.61,L
4,19,8,12,8,7,30.61,L
0,11,0,0,5,12.08,17.8,L
1,0,5,0,10,5,17.8,L
2,0,10,11,14,11.7,17.8,L
3,11,0,9,8,8.25,17.8,L
4,11,8,7,8,4,17.8,L
0,11,0,1,6,11.66,25.06,L
1,1,6,0,11,5.1,25.06,L
2,0,11,1,17,6.08,25.06,L
3,1,17,11,22,11.18,25.06,L
4,11,0,11,6,6,25.06,L
5,12,6,8,6,4,25.06,L
0,11,0,1,6,11.66,25.55,L
1,1,6,0,11,5.1,25.55,L
2,0,11,1,17,6.08,25.55,L
3,1,17,11,22,11.18,25.55,L
4,11,0,9,9,9.22,25.55,L
5,13,9,6,9,7,25.55,L
0,19,0,0,9,21.02,34.41,L
1,0,9,0,18,9,34.41,L
2,0,18,19,28,21.47,34.41,L
3,19,0,18,10,10.05,34.41,L
4,20,10,14,10,6,34.41,L
0,18,0,8,6,11.66,32.2,L
1,8,6,0,13,10.63,32.2,L
2,0,13,8,19,10,32.2,L
3,8,19,18,26,12.21,32.2,L
4,18,0,17,10,10.05,32.2,L
5,19,10,14,10,5,32.2,L
0,30,0,0,12,32.31,46.86,L
1,0,12,0,24,12,46.86,L
2,0,24,30,36,32.31,46.86,L
3,30,0,30,11,11,46.86,L
4,30,11,26,11,4,46.86,L
0,8,0,0,6,10,21.1,L
1,0,6,0,12,6,21.1,L
2,0,12,8,18,10,21.1,L
3,8,0,9,11,11.05,21.1,L
4,11,11,4,11,7,21.1,L
0,22,0,8,8,16.12,39.7,L
1,8,8,0,15,10.63,39.7,L
2,0,15,8,23,11.31,39.7,L
3,8,23,22,30,15.65,39.7,L
4,22,0,24,6,6.32,39.7,L
5,26,6,19,6,7,39.7,L
0,39,0,25,8,16.12,65.3,L
1,25,8,0,16,26.25,65.3,L
2,0,16,0,33,17,65.3,L
3,0,33,25,41,26.25,65.3,L
4,25,41,39,50,16.64,65.3,L
5,39,0,40,11,11.05,65.3,L
6,42,11,35,11,7,65.3,L
0,7,0,1,2,6.32,16.64,L
1,1,2,0,4,2.24,16.64,L
2,0,4,0,9,5,16.64,L
3,0,9,1,11,2.24,16.64,L
4,1,11,7,14,6.71,16.64,L
5,7,0,8,6,6.08,16.64,L
6,9,6,5,6,4,16.64,L
0,17,0,0,13,21.4,42.49,L
1,0,13,0,26,13,42.49,L
2,0,26,17,38,20.81,42.49,L
3,17,0,17,11,11,42.49,L
4,19,11,14,11,5,42.49,L
0,21,0,0,7,22.14,32.56,L
1,0,7,0,14,7,32.56,L
2,0,14,21,22,22.47,32.56,L
3,21,0,23,7,7.28,32.56,L
4,24,7,20,7,4,32.56,L
0,11,0,5,4,7.21,24.6,L
1,5,4,0,8,6.4,24.6,L
2,0,8,0,15,7,24.6,L
3,0,15,5,19,6.4,24.6,L
4,5,19,11,22,6.71,24.6,L
5,11,0,10,10,10.05,24.6,L
6,11,10,6,10,5,24.6,L
0,13,0,7,4,7.21,29.53,L
1,7,4,0,8,8.06,29.53,L
2,0,8,0,17,9,29.53,L
3,0,17,7,21,8.06,29.53,L
4,7,21,13,26,7.81,29.53,L
5,13,0,13,9,9,29.53,L
6,14,9,10,9,4,29.53,L
0,22,0,3,11,21.95,50.12,L
1,3,11,0,22,11.4,50.12,L
2,0,22,3,33,11.4,50.12,L
3,3,33,22,44,21.95,50.12,L
4,22,0,22,6,6,50.12,L
5,24,6,19,6,5,50.12,L
0,25,0,3,6,22.8,37.48,L
1,3,6,0,13,7.62,37.48,L
2,0,13,3,19,6.71,37.48,L
3,3,19,25,26,23.09,37.48,L
4,25,0,26,6,6.08,37.48,L
5,27,6,22,6,5,37.48,L
0,15,0,6,5,10.3,35.51,L
1,6,5,0,10,7.81,35.51,L
2,0,10,0,20,10,35.51,L
3,0,20,6,25,7.81,35.51,L
4,6,25,15,30,10.3,35.51,L
5,15,0,17,11,11.18,35.51,L
6,19,11,12,11,7,35.51,L
0,9,0,1,4,8.94,17.8,L
1,1,4,0,7,3.16,17.8,L
2,0,7,1,11,4.12,17.8,L
3,1,11,9,14,8.54,17.8,L
4,9,0,10,7,7.07,17.8,L
5,11,7,6,7,5,17.8,L
0,24,0,7,5,17.72,39.7,L
1,7,5,0,10,8.6,39.7,L
2,0,10,0,20,10,39.7,L
3,0,20,7,25,8.6,39.7,L
4,7,25,24,30,17.72,39.7,L
5,24,0,24,7,7,39.7,L
6,26,7,19,7,7,39.7,L
0,42,0,0,15,44.6,60.83,L
1,0,15,0,30,15,60.83,L
2,0,30,42,44,44.27,60.83,L
3,42,0,41,7,7.07,60.83,L
4,42,7,37,7,5,60.83,L
0,19,0,2,10,19.72,43.91,L
1,2,10,0,19,9.22,43.91,L
2,0,19,2,29,10.2,43.91,L
3,2,29,19,38,19.24,43.91,L
4,19,0,21,8,8.25,43.91,L
5,22,8,18,8,4,43.91,L
0,30,0,0,13,32.7,49.04,L
1,0,13,0,26,13,49.04,L
2,0,26,30,38,32.31,49.04,L
3,30,0,30,7,7,49.04,L
4,31,7,26,7,5,49.04,L
0,14,0,2,7,13.89,33.29,L
1,2,7,0,14,7.28,33.29,L
2,0,14,2,21,7.28,33.29,L
3,2,21,14,28,13.89,33.29,L
4,14,0,16,10,10.2,33.29,L
5,18,10,12,10,6,33.29,L
0,10,0,7,2,3.61,16.28,L
1,7,2,0,4,7.28,16.28,L
2,0,4,0,8,4,16.28,L
3,0,8,7,10,7.28,16.28,L
4,7,10,10,12,3.61,16.28,L
5,10,0,8,11,11.18,16.28,L
6,11,11,7,11,4,16.28,L
0,14,0,7,5,8.6,31.3,L
1,7,5,0,10,8.6,31.3,L
2,0,10,0,19,9,31.3,L
3,0,19,7,24,8.6,31.3,L
4,7,24,14,28,8.06,31.3,L
5,14,0,14,11,11,31.3,L
6,14,11,9,11,5,31.3,L
0,16,0,6,6,11.66,31.62,L
1,6,6,0,13,9.22,31.62,L
2,0,13,6,19,8.49,31.62,L
3,6,19,16,26,12.21,31.62,L
4,16,0,18,8,8.25,31.62,L
5,18,8,15,8,3,31.62,L
0,17,0,0,7,18.38,27.59,L
1,0,7,0,14,7,27.59,L
2,0,14,17,20,18.03,27.59,L
3,17,0,15,8,8.25,27.59,L
4,19,8,13,8,6,27.59,L
0,22,0,3,11,21.95,50.61,L
1,3,11,0,22,11.4,50.61,L
2,0,22,3,33,11.4,50.61,L
3,3,33,22,44,21.95,50.61,L
4,22,0,23,8,8.06,50.61,L
5,25,8,20,8,5,50.61,L
0,7,0,0,5,8.6,18.36,L
1,0,5,0,10,5,18.36,L
2,0,10,7,16,9.22,18.36,L
3,7,0,7,8,8,18.36,L
4,9,8,2,8,7,18.36,L
0,9,0,1,3,8.54,20.59,L
1,1,3,0,6,3.16,20.59,L
2,0,6,0,12,6,20.59,L
3,0,12,1,15,3.16,20.59,L
4,1,15,9,18,8.54,20.59,L
5,9,0,9,8,8,20.59,L
6,10,8,6,8,4,20.59,L
0,19,0,0,15,24.21,48.33,L
1,0,15,0,30,15,48.33,L
2,0,30,19,44,23.6,48.33,L
3,19,0,18,9,9.06,48.33,L
4,20,9,14,9,6,48.33,L
0,25,0,2,8,24.35,56.82,L
1,2,8,0,16,8.25,56.82,L
2,0,16,0,33,17,56.82,L
3,0,33,2,41,8.25,56.82,L
4,2,41,25,50,24.7,56.82,L
5,25,0,24,8,8.06,56.82,L
6,27,8,22,8,5,56.82,L
0,12,0,6,4,7.21,25.06,L
1,6,4,0,8,7.21,25.06,L
2,0,8,0,15,7,25.06,L
3,0,15,6,19,7.21,25.06,L
4,6,19,12,22,6.71,25.06,L
5,12,0,12,8,8,25.06,L
6,12,8,8,8,4,25.06,L
0,15,0,5,6,11.66,26.63,L
1,5,6,0,11,7.07,26.63,L
2,0,11,5,17,7.81,26.63,L
3,5,17,15,22,11.18,26.63,L
4,15,0,15,7,7,26.63,L
5,15,7,10,7,5,26.63,L
0,29,0,0,15,32.65,55,L
1,0,15,0,30,15,55,L
2,0,30,29,44,32.2,55,L
3,29,0,31,7,7.28,55,L
4,33,7,26,7,7,55,L
0,19,0,2,10,19.72,44.42,L
1,2,10,0,19,9.22,44.42,L
2,0,19,2,29,10.2,44.42,L
3,2,29,19,38,19.24,44.42,L
4,19,0,21,6,6.32,44.42,L
5,23,6,16,6,7,44.42,L
0,22,0,0,9,23.77,34.06,L
1,0,9,0,18,9,34.06,L
2,0,18,22,26,23.41,34.06,L
3,22,0,22,6,6,34.06,L
4,22,6,19,6,3,34.06,L
0,17,0,8,5,10.3,26.91,L
1,8,5,0,10,9.43,26.91,L
2,0,10,8,15,9.43,26.91,L
3,8,15,17,20,10.3,26.91,L
4,17,0,18,11,11.05,26.91,L
5,18,11,13,11,5,26.91,L
0,0,0,0,7,7,27.8,P
1,19,0,21,11,11.18,27.8,P
2,0,7,21,11,21.38,27.8,P
3,0,7,2,17,10.2,27.8,P
4,21,11,22,17,6.08,27.8,P
0,0,0,0,13,13,41.11,P
1,11,0,13,14,14.14,41.11,P
2,0,13,13,14,13.04,41.11,P
3,0,13,0,19,6,41.11,P
4,13,14,12,39,25.02,41.11,P
0,0,0,0,18,18,38.95,P
1,24,0,26,10,10.2,38.95,P
2,0,18,26,10,27.2,38.95,P
3,0,18,0,28,10,38.95,P
4,26,10,26,29,19,38.95,P
0,0,0,0,14,14,35.17,P
1,9,0,9,16,16,35.17,P
2,0,14,9,16,9.22,35.17,P
3,0,14,2,34,20.1,35.17,P
4,9,16,7,33,17.12,35.17,P
0,0,0,0,13,13,36.4,P
1,8,0,10,16,16.12,36.4,P
2,0,13,10,16,10.44,36.4,P
3,0,13,2,31,18.11,36.4,P
4,10,16,10,35,19,36.4,P
0,0,0,0,20,20,42.05,P
1,15,0,16,24,24.02,42.05,P
2,0,20,16,24,16.49,42.05,P
3,0,20,0,26,6,42.05,P
4,16,24,18,38,14.14,42.05,P
0,0,0,0,25,25,52.61,P
1,8,0,8,27,27,52.61,P
2,0,25,8,27,8.25,52.61,P
3,0,25,2,46,21.1,52.61,P
4,8,27,7,52,25.02,52.61,P
0,0,0,0,6,6,28.79,P
1,8,0,10,8,8.25,28.79,P
2,0,6,10,8,10.2,28.79,P
3,0,6,2,25,19.1,28.79,P
4,10,8,10,27,19,28.79,P
0,0,0,0,10,10,24.35,P
1,7,0,7,10,10,24.35,P
2,0,10,7,10,7,24.35,P
3,0,10,1,23,13.04,24.35,P
4,7,10,8,16,6.08,24.35,P
0,0,0,0,17,17,36.4,P
1,11,0,13,17,17.12,36.4,P
2,0,17,13,17,13,36.4,P
3,0,17,0,34,17,36.4,P
4,13,17,11,24,7.28,36.4,P
0,0,0,0,23,23,49.73,P
1,13,0,13,28,28,49.73,P
2,0,23,13,28,13.93,49.73,P
3,0,23,2,47,24.08,49.73,P
4,13,28,12,48,20.02,49.73,P
0,0,0,0,25,25,50.01,P
1,9,0,10,25,25.02,50.01,P
2,0,25,10,25,10,50.01,P
3,0,25,1,49,24.02,50.01,P
4,10,25,10,32,7,50.01,P
0,0,0,0,21,21,47.41,P
1,22,0,22,24,24,47.41,P
2,0,21,22,24,22.2,47.41,P
3,0,21,1,42,21.02,47.41,P
4,22,24,22,32,8,47.41,P
0,0,0,0,6,6,25.94,P
1,11,0,12,6,6.08,25.94,P
2,0,6,12,6,12,25.94,P
3,0,6,2,23,17.12,25.94,P
4,12,6,10,12,6.32,25.94,P
0,0,0,0,6,6,33.62,P
1,15,0,16,10,10.05,33.62,P
2,0,6,16,10,16.49,33.62,P
3,0,6,1,29,23.02,33.62,P
4,16,10,17,20,10.05,33.62,P
0,0,0,0,17,17,40.52,P
1,9,0,11,15,15.13,40.52,P
2,0,17,11,15,11.18,40.52,P
3,0,17,1,29,12.04,40.52,P
4,11,15,11,39,24,40.52,P
0,0,0,0,15,15,38.21,P
1,25,0,26,13,13.04,38.21,P
2,0,15,26,13,26.08,38.21,P
3,0,15,0,28,13,38.21,P
4,26,13,25,25,12.04,38.21,P
0,0,0,0,9,9,39.05,P
1,23,0,24,8,8.06,39.05,P
2,0,9,24,8,24.02,39.05,P
3,0,9,0,30,21,39.05,P
4,24,8,25,22,14.04,39.05,P
0,0,0,0,8,8,35.51,P
1,6,0,6,13,13,35.51,P
2,0,8,6,13,7.81,35.51,P
3,0,8,0,15,7,35.51,P
4,6,13,6,35,22,35.51,P
0,0,0,0,14,14,33.62,P
1,16,0,17,9,9.06,33.62,P
2,0,14,17,9,17.72,33.62,P
3,0,14,0,29,15,33.62,P
4,17,9,17,21,12,33.62,P
0,0,0,0,12,12,44.65,P
1,23,0,25,6,6.32,44.65,P
2,0,12,25,6,25.71,44.65,P
3,0,12,0,37,25,44.65,P
4,25,6,24,28,22.02,44.65,P
0,0,0,0,21,21,44.92,P
1,13,0,13,23,23,44.92,P
2,0,21,13,23,13.15,44.92,P
3,0,21,0,43,22,44.92,P
4,13,23,13,41,18,44.92,P
0,0,0,0,11,11,26.93,P
1,13,0,14,9,9.06,26.93,P
2,0,11,14,9,14.14,26.93,P
3,0,11,1,22,11.05,26.93,P
4,14,9,13,23,14.04,26.93,P
0,0,0,0,9,9,31.32,P
1,8,0,9,9,9.06,31.32,P
2,0,9,9,9,9,31.32,P
3,0,9,2,27,18.11,31.32,P
4,9,9,8,30,21.02,31.32,P
0,0,0,0,25,25,44.78,P
1,16,0,16,16,16,44.78,P
2,0,25,16,16,18.36,44.78,P
3,0,25,2,33,8.25,44.78,P
4,16,16,18,41,25.08,44.78,P
0,0,0,0,16,16,38.6,P
1,9,0,11,12,12.17,38.6,P
2,0,16,11,12,11.7,38.6,P
3,0,16,1,26,10.05,38.6,P
4,11,12,9,37,25.08,38.6,P
0,0,0,0,22,22,43.66,P
1,14,0,15,19,19.03,43.66,P
2,0,22,15,19,15.3,43.66,P
3,0,22,0,41,19,43.66,P
4,15,19,14,27,8.06,43.66,P
0,0,0,0,24,24,50.57,P
1,18,0,19,21,21.02,50.57,P
2,0,24,19,21,19.24,50.57,P
3,0,24,2,46,22.09,50.57,P
4,19,21,21,35,14.14,50.57,P
0,0,0,0,18,18,47.2,P
1,25,0,26,16,16.03,47.2,P
2,0,18,26,16,26.08,47.2,P
3,0,18,1,38,20.02,47.2,P
4,26,16,28,34,18.11,47.2,P
0,0,0,0,18,18,44.94,P
1,23,0,24,19,19.03,44.94,P
2,0,18,24,19,24.02,44.94,P
3,0,18,1,38,20.02,44.94,P
4,24,19,24,28,9,44.94,P
0,0,0,0,25,25,49.74,P
1,25,0,25,18,18,49.74,P
2,0,25,25,18,25.96,49.74,P
3,0,25,1,43,18.03,49.74,P
4,25,18,25,25,7,49.74,P
0,0,0,0,21,21,48.47,P
1,15,0,17,12,12.17,48.47,P
2,0,21,17,12,19.24,48.47,P
3,0,21,1,45,24.02,48.47,P
4,17,12,18,32,20.02,48.47,P
0,0,0,0,8,8,32.02,P
1,6,0,8,12,12.17,32.02,P
2,0,8,8,12,8.94,32.02,P
3,0,8,2,31,23.09,32.02,P
4,8,12,7,30,18.03,32.02,P
0,0,0,0,15,15,45.22,P
1,25,0,26,16,16.03,45.22,P
2,0,15,26,16,26.02,45.22,P
3,0,15,1,33,18.03,45.22,P
4,26,16,24,37,21.1,45.22,P
0,0,0,0,8,8,37.48,P
1,25,0,26,11,11.05,37.48,P
2,0,8,26,11,26.17,37.48,P
3,0,8,1,26,18.03,37.48,P
4,26,11,27,26,15.03,37.48,P
0,0,0,0,23,23,42.2,P
1,8,0,9,24,24.02,42.2,P
2,0,23,9,24,9.06,42.2,P
3,0,23,1,29,6.08,42.2,P
4,9,24,10,41,17.03,42.2,P
0,0,0,0,18,18,29.15,P
1,12,0,13,7,7.07,29.15,P
2,0,18,13,7,17.03,29.15,P
3,0,18,0,25,7,29.15,P
4,13,7,15,19,12.17,29.15,P
0,0,0,0,23,23,48.7,P
1,16,0,16,20,20,48.7,P
2,0,23,16,20,16.28,48.7,P
3,0,23,0,46,23,48.7,P
4,16,20,15,44,24.02,48.7,P
0,0,0,0,17,17,28.23,P
1,10,0,11,20,20.02,28.23,P
2,0,17,11,20,11.4,28.23,P
3,0,17,0,26,9,28.23,P
4,11,20,10,26,6.08,28.23,P
0,0,0,0,18,18,41.23,P
1,12,0,14,21,21.1,41.23,P
2,0,18,14,21,14.32,41.23,P
3,0,18,1,34,16.03,41.23,P
4,14,21,16,38,17.12,41.23,P
0,0,0,0,15,15,41.23,P
1,24,0,26,12,12.17,41.23,P
2,0,15,26,12,26.17,41.23,P
3,0,15,0,32,17,41.23,P
4,26,12,26,27,15,41.23,P
0,0,0,0,19,19,34.01,P
1,14,0,14,22,22,34.01,P
2,0,19,14,22,14.32,34.01,P
3,0,19,1,31,12.04,34.01,P
4,14,22,14,28,6,34.01,P
0,0,0,0,16,16,29.07,P
1,12,0,12,14,14,29.07,P
2,0,16,12,14,12.17,29.07,P
3,0,16,1,24,8.06,29.07,P
4,12,14,13,26,12.04,29.07,P
0,0,0,0,16,16,46.87,P
1,25,0,26,8,8.06,46.87,P
2,0,16,26,8,27.2,46.87,P
3,0,16,1,39,23.02,46.87,P
4,26,8,25,31,23.02,46.87,P
0,0,0,0,14,14,36.07,P
1,23,0,25,8,8.25,36.07,P
2,0,14,25,8,25.71,36.07,P
3,0,14,0,21,7,36.07,P
4,25,8,24,26,18.03,36.07,P
0,0,0,0,20,20,41.68,P
1,17,0,19,12,12.17,41.68,P
2,0,20,19,12,20.62,41.68,P
3,0,20,1,31,11.05,41.68,P
4,19,12,21,36,24.08,41.68,P
0,0,0,0,6,6,25.5,P
1,16,0,17,10,10.05,25.5,P
2,0,6,17,10,17.46,25.5,P
3,0,6,2,18,12.17,25.5,P
4,17,10,15,19,9.22,25.5,P
0,0,0,0,18,18,48.85,P
1,19,0,19,22,22,48.85,P
2,0,18,19,22,19.42,48.85,P
3,0,18,0,31,13,48.85,P
4,19,22,19,45,23,48.85,P
0,0,0,0,11,11,36.14,P
